SRR084893_2.filt.fastq.gz,46.5 MB,1/11/2011 0:00
SRR084895.filt.fastq.gz,93.1 kB,1/11/2011 0:00
SRR084895_1.filt.fastq.gz,54.7 MB,1/11/2011 0:00
SRR084895_2.filt.fastq.gz,56.9 MB,1/11/2011 0:00
SRR084896.filt.fastq.gz,189 kB,1/17/2011 0:00
SRR084896_1.filt.fastq.gz,56.4 MB,1/17/2011 0:00
SRR084896_2.filt.fastq.gz,58.1 MB,1/17/2011 0:00
SRR084900.filt.fastq.gz,159 kB,1/18/2011 0:00
SRR084900_1.filt.fastq.gz,43.1 MB,1/18/2011 0:00
SRR084900_2.filt.fastq.gz,44.1 MB,1/18/2011 0:00
SRR084902.filt.fastq.gz,309 kB,1/11/2011 0:00
SRR084902_1.filt.fastq.gz,47.9 MB,1/11/2011 0:00
SRR084902_2.filt.fastq.gz,49.1 MB,1/11/2011 0:00
SRR084905.filt.fastq.gz,199 kB,1/11/2011 0:00
SRR084905_1.filt.fastq.gz,47.5 MB,1/11/2011 0:00
SRR084905_2.filt.fastq.gz,49.2 MB,1/11/2011 0:00
SRR084907.filt.fastq.gz,275 kB,1/18/2011 0:00
SRR084907_1.filt.fastq.gz,46.8 MB,1/18/2011 0:00
SRR084907_2.filt.fastq.gz,47.5 MB,1/18/2011 0:00
SRR084908.filt.fastq.gz,156 kB,1/14/2011 0:00
SRR084908_1.filt.fastq.gz,59.9 MB,1/14/2011 0:00
SRR084908_2.filt.fastq.gz,58.9 MB,1/14/2011 0:00
SRR084909.filt.fastq.gz,190 kB,1/11/2011 0:00
SRR084909_1.filt.fastq.gz,49.1 MB,1/11/2011 0:00
SRR084909_2.filt.fastq.gz,50.4 MB,1/11/2011 0:00
SRR084911.filt.fastq.gz,209 kB,1/17/2011 0:00
SRR084911_1.filt.fastq.gz,56.5 MB,1/17/2011 0:00
SRR084911_2.filt.fastq.gz,55.6 MB,1/17/2011 0:00
SRR084914.filt.fastq.gz,241 kB,1/18/2011 0:00
SRR084914_1.filt.fastq.gz,52.8 MB,1/18/2011 0:00
SRR084914_2.filt.fastq.gz,52.9 MB,1/18/2011 0:00
SRR084918.filt.fastq.gz,367 kB,1/11/2011 0:00
SRR084918_1.filt.fastq.gz,59.7 MB,1/11/2011 0:00
SRR084918_2.filt.fastq.gz,58.8 MB,1/11/2011 0:00
SRR084919.filt.fastq.gz,236 kB,1/11/2011 0:00
SRR084919_1.filt.fastq.gz,56.4 MB,1/11/2011 0:00
SRR084919_2.filt.fastq.gz,56.3 MB,1/11/2011 0:00
SRR084925.filt.fastq.gz,102 kB,1/11/2011 0:00
SRR084925_1.filt.fastq.gz,62.6 MB,1/11/2011 0:00
SRR084925_2.filt.fastq.gz,62.7 MB,1/11/2011 0:00
SRR084929.filt.fastq.gz,66.3 kB,1/18/2011 0:00
SRR084929_1.filt.fastq.gz,56.4 MB,1/18/2011 0:00
SRR084929_2.filt.fastq.gz,56.0 MB,1/18/2011 0:00
SRR084930.filt.fastq.gz,96.7 kB,1/18/2011 0:00
SRR084930_1.filt.fastq.gz,59.3 MB,1/18/2011 0:00
SRR084930_2.filt.fastq.gz,59.0 MB,1/18/2011 0:00
SRR084931.filt.fastq.gz,301 kB,1/14/2011 0:00
SRR084931_1.filt.fastq.gz,48.0 MB,1/14/2011 0:00
SRR084931_2.filt.fastq.gz,49.0 MB,1/14/2011 0:00
SRR084935.filt.fastq.gz,202 kB,1/14/2011 0:00
SRR084935_1.filt.fastq.gz,57.6 MB,1/14/2011 0:00
SRR084935_2.filt.fastq.gz,56.5 MB,1/14/2011 0:00
SRR084940.filt.fastq.gz,147 kB,1/17/2011 0:00
SRR084940_1.filt.fastq.gz,46.4 MB,1/17/2011 0:00
SRR084940_2.filt.fastq.gz,47.1 MB,1/17/2011 0:00
SRR084949.filt.fastq.gz,322 kB,1/11/2011 0:00
SRR084949_1.filt.fastq.gz,49.6 MB,1/11/2011 0:00
SRR084949_2.filt.fastq.gz,50.5 MB,1/11/2011 0:00
SRR084952.filt.fastq.gz,381 kB,1/17/2011 0:00
SRR084952_1.filt.fastq.gz,58.8 MB,1/17/2011 0:00
SRR084952_2.filt.fastq.gz,58.4 MB,1/17/2011 0:00
SRR084960.filt.fastq.gz,88.7 kB,1/17/2011 0:00
SRR084960_1.filt.fastq.gz,53.4 MB,1/17/2011 0:00
SRR084960_2.filt.fastq.gz,53.1 MB,1/17/2011 0:00
SRR084969.filt.fastq.gz,190 kB,1/11/2011 0:00
SRR084969_1.filt.fastq.gz,64.2 MB,1/11/2011 0:00
SRR084969_2.filt.fastq.gz,63.7 MB,1/11/2011 0:00
SRR084972.filt.fastq.gz,239 kB,1/14/2011 0:00
SRR084972_1.filt.fastq.gz,36.2 MB,1/14/2011 0:00
SRR084972_2.filt.fastq.gz,36.7 MB,1/14/2011 0:00
SRR084975.filt.fastq.gz,187 kB,1/14/2011 0:00
SRR084975_1.filt.fastq.gz,48.5 MB,1/14/2011 0:00
SRR084975_2.filt.fastq.gz,49.7 MB,1/14/2011 0:00
SRR084976.filt.fastq.gz,224 kB,1/14/2011 0:00
SRR084976_1.filt.fastq.gz,56.3 MB,1/14/2011 0:00
SRR084976_2.filt.fastq.gz,56.5 MB,1/14/2011 0:00
SRR084978.filt.fastq.gz,119 kB,1/14/2011 0:00
SRR084978_1.filt.fastq.gz,47.5 MB,1/14/2011 0:00
SRR084978_2.filt.fastq.gz,48.9 MB,1/14/2011 0:00
SRR084979.filt.fastq.gz,303 kB,1/11/2011 0:00
SRR084979_1.filt.fastq.gz,62.4 MB,1/11/2011 0:00
SRR084979_2.filt.fastq.gz,62.0 MB,1/11/2011 0:00
SRR084984.filt.fastq.gz,259 kB,1/11/2011 0:00
SRR084984_1.filt.fastq.gz,47.4 MB,1/11/2011 0:00
SRR084984_2.filt.fastq.gz,48.2 MB,1/11/2011 0:00
SRR084986.filt.fastq.gz,168 kB,1/11/2011 0:00
SRR084986_1.filt.fastq.gz,57.3 MB,1/11/2011 0:00
SRR084986_2.filt.fastq.gz,56.3 MB,1/11/2011 0:00
SRR084988.filt.fastq.gz,584 kB,1/11/2011 0:00
SRR084988_1.filt.fastq.gz,56.5 MB,1/11/2011 0:00
SRR084988_2.filt.fastq.gz,59.4 MB,1/11/2011 0:00
SRR084990.filt.fastq.gz,131 kB,1/18/2011 0:00
SRR084990_1.filt.fastq.gz,49.0 MB,1/18/2011 0:00
SRR084990_2.filt.fastq.gz,50.2 MB,1/18/2011 0:00
SRR084992.filt.fastq.gz,195 kB,1/14/2011 0:00
SRR084992_1.filt.fastq.gz,56.2 MB,1/14/2011 0:00
SRR084992_2.filt.fastq.gz,55.9 MB,1/14/2011 0:00
SRR084994.filt.fastq.gz,189 kB,1/11/2011 0:00
SRR084994_1.filt.fastq.gz,55.0 MB,1/11/2011 0:00
SRR084994_2.filt.fastq.gz,58.1 MB,1/11/2011 0:00
SRR084995.filt.fastq.gz,169 kB,1/18/2011 0:00
SRR084995_1.filt.fastq.gz,53.0 MB,1/18/2011 0:00
SRR084995_2.filt.fastq.gz,56.9 MB,1/18/2011 0:00
SRR084997.filt.fastq.gz,241 kB,1/18/2011 0:00
SRR084997_1.filt.fastq.gz,46.3 MB,1/18/2011 0:00
SRR084997_2.filt.fastq.gz,47.1 MB,1/18/2011 0:00
SRR085003.filt.fastq.gz,138 kB,1/17/2011 0:00
SRR085003_1.filt.fastq.gz,57.3 MB,1/17/2011 0:00
SRR085003_2.filt.fastq.gz,56.9 MB,1/17/2011 0:00
SRR085007.filt.fastq.gz,271 kB,1/14/2011 0:00
SRR085007_1.filt.fastq.gz,49.0 MB,1/14/2011 0:00
SRR085007_2.filt.fastq.gz,50.2 MB,1/14/2011 0:00
SRR085008.filt.fastq.gz,357 kB,1/14/2011 0:00
SRR085008_1.filt.fastq.gz,58.2 MB,1/14/2011 0:00
SRR085008_2.filt.fastq.gz,57.3 MB,1/14/2011 0:00
SRR085014.filt.fastq.gz,129 kB,1/18/2011 0:00
SRR085014_1.filt.fastq.gz,57.2 MB,1/18/2011 0:00
SRR085014_2.filt.fastq.gz,57.1 MB,1/18/2011 0:00
SRR085018.filt.fastq.gz,167 kB,1/17/2011 0:00
SRR085018_1.filt.fastq.gz,45.9 MB,1/17/2011 0:00
SRR085018_2.filt.fastq.gz,46.7 MB,1/17/2011 0:00
SRR085019.filt.fastq.gz,300 kB,1/18/2011 0:00
SRR085019_1.filt.fastq.gz,55.0 MB,1/18/2011 0:00
SRR085019_2.filt.fastq.gz,54.6 MB,1/18/2011 0:00
SRR085022.filt.fastq.gz,121 kB,1/17/2011 0:00
SRR085022_1.filt.fastq.gz,57.3 MB,1/17/2011 0:00
SRR085022_2.filt.fastq.gz,58.6 MB,1/17/2011 0:00
SRR085023.filt.fastq.gz,138 kB,1/11/2011 0:00
SRR085023_1.filt.fastq.gz,46.3 MB,1/11/2011 0:00
SRR085023_2.filt.fastq.gz,47.3 MB,1/11/2011 0:00
SRR085025.filt.fastq.gz,153 kB,1/11/2011 0:00
SRR085025_1.filt.fastq.gz,57.7 MB,1/11/2011 0:00
SRR085025_2.filt.fastq.gz,57.4 MB,1/11/2011 0:00
SRR085031.filt.fastq.gz,90.6 kB,1/11/2011 0:00
SRR085031_1.filt.fastq.gz,61.7 MB,1/11/2011 0:00
SRR085031_2.filt.fastq.gz,61.2 MB,1/11/2011 0:00
SRR085033.filt.fastq.gz,127 kB,1/11/2011 0:00
SRR085033_1.filt.fastq.gz,52.6 MB,1/11/2011 0:00
SRR085033_2.filt.fastq.gz,53.9 MB,1/11/2011 0:00
SRR085038.filt.fastq.gz,125 kB,1/19/2011 0:00
SRR085038_1.filt.fastq.gz,45.4 MB,1/19/2011 0:00
SRR085038_2.filt.fastq.gz,46.2 MB,1/19/2011 0:00
SRR085039.filt.fastq.gz,336 kB,1/11/2011 0:00
SRR085039_1.filt.fastq.gz,55.1 MB,1/11/2011 0:00
SRR085039_2.filt.fastq.gz,54.5 MB,1/11/2011 0:00
SRR085040.filt.fastq.gz,184 kB,1/17/2011 0:00
SRR085040_1.filt.fastq.gz,63.0 MB,1/17/2011 0:00
SRR085040_2.filt.fastq.gz,62.6 MB,1/17/2011 0:00
SRR085042.filt.fastq.gz,153 kB,1/19/2011 0:00
SRR085042_1.filt.fastq.gz,62.6 MB,1/19/2011 0:00
SRR085042_2.filt.fastq.gz,62.3 MB,1/19/2011 0:00
SRR085044.filt.fastq.gz,330 kB,1/11/2011 0:00
SRR085044_1.filt.fastq.gz,56.5 MB,1/11/2011 0:00
SRR085044_2.filt.fastq.gz,56.3 MB,1/11/2011 0:00
SRR085048.filt.fastq.gz,151 kB,1/14/2011 0:00
SRR085048_1.filt.fastq.gz,62.8 MB,1/14/2011 0:00
SRR085048_2.filt.fastq.gz,62.5 MB,1/14/2011 0:00
SRR085050.filt.fastq.gz,375 kB,1/14/2011 0:00
SRR085050_1.filt.fastq.gz,56.8 MB,1/14/2011 0:00
SRR085050_2.filt.fastq.gz,55.8 MB,1/14/2011 0:00
SRR085051.filt.fastq.gz,170 kB,1/14/2011 0:00
SRR085051_1.filt.fastq.gz,55.2 MB,1/14/2011 0:00
SRR085051_2.filt.fastq.gz,57.5 MB,1/14/2011 0:00
SRR085055.filt.fastq.gz,216 kB,1/14/2011 0:00
SRR085055_1.filt.fastq.gz,56.0 MB,1/14/2011 0:00
SRR085055_2.filt.fastq.gz,55.8 MB,1/14/2011 0:00
SRR085060.filt.fastq.gz,309 kB,1/14/2011 0:00
SRR085060_1.filt.fastq.gz,55.8 MB,1/14/2011 0:00
SRR085060_2.filt.fastq.gz,55.6 MB,1/14/2011 0:00
SRR085061.filt.fastq.gz,32.6 MB,1/19/2011 0:00
SRR085061_1.filt.fastq.gz,16.5 MB,1/19/2011 0:00
SRR085061_2.filt.fastq.gz,17.3 MB,1/19/2011 0:00
SRR098511.filt.fastq.gz,852 kB,2/22/2011 0:00
SRR098511_1.filt.fastq.gz,65.0 MB,2/22/2011 0:00
SRR098511_2.filt.fastq.gz,65.1 MB,2/22/2011 0:00
SRR098513.filt.fastq.gz,889 kB,2/22/2011 0:00
SRR098513_1.filt.fastq.gz,65.4 MB,2/22/2011 0:00
SRR098513_2.filt.fastq.gz,65.2 MB,2/22/2011 0:00
SRR098517.filt.fastq.gz,3.2 MB,2/22/2011 0:00
SRR098517_1.filt.fastq.gz,66.0 MB,2/22/2011 0:00
SRR098517_2.filt.fastq.gz,66.4 MB,2/22/2011 0:00
SRR098519.filt.fastq.gz,3.4 MB,2/22/2011 0:00
SRR098519_1.filt.fastq.gz,65.3 MB,2/22/2011 0:00
SRR098519_2.filt.fastq.gz,65.1 MB,2/22/2011 0:00
SRR098521.filt.fastq.gz,778 kB,2/22/2011 0:00
SRR098521_1.filt.fastq.gz,64.0 MB,2/22/2011 0:00
SRR098521_2.filt.fastq.gz,63.7 MB,2/22/2011 0:00
SRR098522.filt.fastq.gz,7.7 MB,2/22/2011 0:00
SRR098522_1.filt.fastq.gz,57.0 MB,2/22/2011 0:00
SRR098522_2.filt.fastq.gz,56.6 MB,2/22/2011 0:00
SRR098529.filt.fastq.gz,7.9 MB,2/22/2011 0:00
SRR098529_1.filt.fastq.gz,57.3 MB,2/22/2011 0:00
SRR098529_2.filt.fastq.gz,57.0 MB,2/22/2011 0:00
SRR098532.filt.fastq.gz,722 kB,2/22/2011 0:00
SRR098532_1.filt.fastq.gz,67.3 MB,2/22/2011 0:00
SRR098532_2.filt.fastq.gz,67.7 MB,2/22/2011 0:00
